property_id,city,state,county,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,last_sale_price,assessed_value,owner_occupied,avm_value_modelA,avm_value_modelB,assessment_ratio,assessment_flag,avm_residual_pct
P-100208,San Jose,CA,Santa Clara,Single Family,5,5.0,2437,13039,1991,1636104.32,1693845.96,False,1671208.06,1386327.18,0.9659,Within band,-2.15
P-100209,Pittsburgh,PA,Allegheny,Single Family,7,2.5,5791,17335,2010,625153.26,610471.91,False,617313.53,624321.16,1.024,Within band,1.25
P-100210,Eugene,OR,Lane,Single Family,4,1.0,4110,8682,1991,617087.51,601781.16,False,649202.72,650796.42,1.0254,Within band,-5.2
P-100211,Queens,NY,Queens,Single Family,7,5.0,3533,4727,2020,2608428.76,2258869.58,True,2465395.83,2078915.8,1.1547,Under-assessed,5.48
P-100212,Grand Rapids,MI,Kent,Townhouse,3,3.0,2389,12518,1987,490388.61,513489.11,True,527245.16,460633.15,0.955,Within band,-7.52
P-100213,Charlotte,NC,Mecklenburg,Multi Family,3,5.0,2916,3320,1986,761245.07,726450.63,False,788793.06,345057.66,1.0479,Within band,-3.62
P-100214,Henderson,NV,Clark,Condo,5,1.0,5735,6807,1946,642861.4,555401.74,True,607998.55,497962.14,1.1575,Under-assessed,5.42
P-100215,Queens,NY,Queens,Single Family,7,3.0,5171,6325,1993,2955938.92,2726232.41,True,2879122.37,2056123.62,1.0843,Within band,2.6
P-100216,Tampa,FL,Hillsborough,Townhouse,1,1.5,3530,11768,1933,346072.55,308144.8,True,318905.69,565316.84,1.1231,Under-assessed,7.85
P-100219,St. Louis,MO,St. Louis,Condo,6,4.5,3310,9161,1936,643610.54,534205.45,True,615425.21,549976.5,1.2048,Under-assessed,4.38
P-100220,New Orleans,LA,Orleans,Townhouse,2,2.5,6434,16933,1975,335810.27,282178.6,True,338718.22,584033.84,1.1901,Under-assessed,-0.87
P-100222,Indianapolis,IN,Marion,Condo,7,3.0,1696,9309,1984,518121.35,471055.03,True,530581.86,494024.54,1.0999,Within band,-2.4
P-100223,Bronx,NY,Bronx,Single Family,2,1.5,2765,8817,1949,580565.74,554652.52,True,573305.79,915604.29,1.0467,Within band,1.25
P-100224,Henderson,NV,Clark,Multi Family,6,4.0,3592,13220,2003,820616.76,783688.08,True,798527.53,590542.4,1.0471,Within band,2.69
P-100225,Fairfax,VA,Fairfax,Condo,1,5.0,5871,10471,1947,480288.49,436422.25,True,456441.03,624588.82,1.1005,Under-assessed,4.97
P-100227,Charleston,SC,Charleston,Condo,4,4.5,4545,7339,1948,767683.59,647014.2,False,705046.91,683432.72,1.1865,Under-assessed,8.16
P-100228,Kansas City,MO,Jackson,Single Family,2,5.0,4731,15943,1973,764681.06,633836.16,False,706845.49,470970.93,1.2064,Under-assessed,7.56
P-100229,Boston,MA,Suffolk,Condo,7,1.0,6158,16795,1975,2042234.9,2169766.94,False,2113014.7,1871693.57,0.9412,Within band,-3.47
P-100231,Las Vegas,NV,Clark,Condo,3,5.0,4069,13320,1966,597266.93,549029.41,True,575574.91,537924.15,1.0879,Within band,3.63
P-100235,Grand Rapids,MI,Kent,Single Family,1,5.0,2930,14827,1991,833707.0,753873.32,False,802751.05,550839.33,1.1059,Under-assessed,3.71
P-100236,Austin,TX,Travis,Condo,3,3.5,1558,9967,1952,803368.18,833909.65,True,832169.47,664592.7,0.9634,Within band,-3.59
P-100237,Kansas City,MO,Jackson,Condo,6,2.5,3186,9943,1965,522873.29,528230.42,False,570758.94,634302.9,0.9899,Within band,-9.16
P-100238,Atlanta,GA,Fulton,Single Family,6,2.5,4687,7958,1950,693634.67,610136.05,True,643182.17,658450.73,1.1369,Under-assessed,7.27
P-100239,Tampa,FL,Hillsborough,Single Family,7,4.5,3640,13809,1960,504025.49,538853.62,True,552047.44,460315.28,0.9354,Within band,-9.53
P-100240,Lexington,KY,Fayette,Condo,1,5.0,3444,9894,2007,725205.09,792614.47,True,756069.7,600988.52,0.915,Within band,-4.26
P-100241,New Orleans,LA,Orleans,Condo,3,2.5,2806,10528,1998,387615.24,368091.45,True,400597.4,454316.66,1.053,Within band,-3.35
P-100242,Decatur,GA,DeKalb,Condo,7,2.5,5149,12230,1968,272929.31,296877.32,True,303325.29,405468.57,0.9193,Within band,-11.14
P-100244,Fort Wayne,IN,Allen,Townhouse,2,5.0,2029,6692,1965,373570.42,353490.31,False,373211.32,349318.71,1.0568,Within band,0.1
P-100245,Hempstead,NY,Nassau,Single Family,1,2.0,3414,7153,1960,1416478.64,1435077.07,False,1412512.2,1965715.43,0.987,Within band,0.28
P-100246,Baton Rouge,LA,East Baton Rouge,Single Family,6,2.5,6023,10145,2015,666543.6,575341.4,True,634116.64,561854.92,1.1585,Under-assessed,4.86
P-100247,Troy,MI,Oakland,Multi Family,3,2.5,2626,7281,1976,608654.93,583105.24,False,629660.98,533051.88,1.0438,Within band,-3.45
P-100248,Rockville,MD,Montgomery,Condo,2,4.5,5769,16186,1992,821972.85,815280.74,True,899735.5,772326.17,1.0082,Within band,-9.46
P-100249,Columbus,OH,Franklin,Single Family,3,3.0,4443,13210,1921,656460.57,711660.54,False,746302.84,681657.75,0.9224,Within band,-13.69
P-100250,Tucson,AZ,Pima,Multi Family,2,2.0,6456,17039,1969,766172.95,673384.87,False,747913.65,606202.24,1.1378,Under-assessed,2.38
P-100251,Seattle,WA,King,Single Family,3,1.5,5817,13277,1999,1830940.06,1806819.5,False,1873970.41,1214572.08,1.0133,Within band,-2.35
P-100252,Decatur,GA,DeKalb,Single Family,2,1.5,1834,2075,1983,289406.71,258577.08,False,284462.15,344311.57,1.1192,Under-assessed,1.71
P-100253,San Francisco,CA,San Francisco,Single Family,2,2.5,2648,8899,1921,821982.75,833823.21,False,846791.48,914653.01,0.9858,Within band,-3.02
P-100254,Chicago,IL,Cook,Multi Family,6,3.0,3246,5844,2000,688024.92,743910.62,True,722805.39,523970.84,0.9249,Within band,-5.06
P-100255,San Diego,CA,San Diego,Single Family,7,3.0,5389,7349,1970,2856888.53,3115866.84,True,3119112.06,1991460.01,0.9169,Within band,-9.18
P-100256,Sacramento,CA,Sacramento,Single Family,1,3.5,5880,8401,2009,2085877.64,1747440.32,False,2070405.06,2032670.93,1.1937,Under-assessed,0.74
P-100257,Lawrenceville,GA,Gwinnett,Single Family,4,4.5,5179,10007,1989,663689.46,643785.76,True,697795.42,468941.72,1.0309,Within band,-5.14
P-100258,Indianapolis,IN,Marion,Condo,5,3.5,4319,4330,2019,617660.33,630073.65,False,642577.23,565912.31,0.9803,Within band,-4.03
P-100259,Salt Lake City,UT,Salt Lake,Single Family,5,3.0,3242,9956,2002,371178.76,355203.29,False,369040.34,392816.3,1.045,Within band,0.58
P-100260,Fort Lauderdale,FL,Broward,Multi Family,6,4.5,4907,15130,2009,580434.71,528141.14,False,566175.03,697441.66,1.099,Within band,2.46
P-100262,Lawrenceville,GA,Gwinnett,Condo,4,1.5,5831,15277,1965,646104.2,645828.12,True,694212.73,718972.24,1.0004,Within band,-7.45
P-100263,Salt Lake City,UT,Salt Lake,Townhouse,7,3.5,3977,14352,1975,764400.88,751042.22,True,773227.07,578189.76,1.0178,Within band,-1.15
P-100264,Eugene,OR,Lane,Condo,2,3.0,653,5573,1948,557787.38,449861.33,True,534527.1,628066.79,1.2399,Under-assessed,4.17
P-100265,Fort Worth,TX,Tarrant,Townhouse,2,2.5,2699,7619,1931,564979.98,607559.44,True,592103.89,443552.81,0.9299,Within band,-4.8
P-100266,Oklahoma City,OK,Oklahoma,Townhouse,3,4.0,4012,5986,2018,296839.78,313119.5,True,296757.22,365433.87,0.948,Within band,0.03
P-100267,Provo,UT,Utah,Single Family,6,4.0,4250,14000,1993,513688.89,477515.28,True,501005.98,571027.87,1.0758,Within band,2.47
P-100268,Indianapolis,IN,Marion,Single Family,7,2.0,4539,13702,1945,500531.66,486216.06,True,503962.23,584697.72,1.0294,Within band,-0.69
P-100269,Seattle,WA,King,Multi Family,4,3.5,3453,6573,1961,1500800.97,1211539.67,False,1293600.51,1220335.56,1.2388,Under-assessed,13.81
P-100270,Omaha,NE,Douglas,Townhouse,2,1.5,1520,2413,1951,860173.91,912322.56,True,878506.69,672277.11,0.9428,Within band,-2.13
P-100272,St. Louis,MO,St. Louis,Townhouse,7,1.5,756,5548,2003,421488.12,401493.61,False,433319.07,434171.92,1.0498,Within band,-2.81
P-100273,Chicago,IL,Cook,Condo,5,3.0,3332,11359,1970,700624.76,633388.58,False,666688.41,635815.11,1.1062,Under-assessed,4.84
P-100275,Minneapolis,MN,Hennepin,Single Family,5,5.0,6203,9517,1937,361018.75,386143.11,False,363236.03,415597.05,0.9349,Within band,-0.61
P-100277,Jacksonville,FL,Duval,Townhouse,2,2.5,2491,13752,1923,400223.84,413810.59,False,408177.24,413923.44,0.9672,Within band,-1.99
P-100278,Fairfax,VA,Fairfax,Single Family,3,4.0,2423,13422,1945,1209331.91,1031709.42,True,974622.7,682704.31,1.1722,Under-assessed,19.41
P-100279,Charlotte,NC,Mecklenburg,Townhouse,4,5.0,4902,15410,2010,733797.49,611102.8,True,686406.91,475086.13,1.2008,Under-assessed,6.46
P-100280,Fort Wayne,IN,Allen,Condo,7,3.0,4379,7106,1974,349647.39,352089.99,True,407273.2,545079.06,0.9931,Within band,-16.48
P-100281,New Orleans,LA,Orleans,Single Family,4,2.5,4324,5801,1952,372778.33,399673.82,True,445366.48,647585.12,0.9327,Within band,-19.47
P-100282,Honolulu,HI,Honolulu,Condo,5,2.0,3702,12718,1968,583913.55,626933.87,False,652517.43,872440.43,0.9314,Within band,-11.75
P-100283,Pittsburgh,PA,Allegheny,Single Family,2,1.0,5700,9846,1921,477741.27,453659.61,True,496610.66,572248.48,1.0531,Within band,-3.95
P-100284,Rockville,MD,Montgomery,Condo,5,3.0,5677,15976,1991,1284145.67,1046162.2,True,1166579.54,914764.82,1.2275,Under-assessed,9.16
P-100285,Tulsa,OK,Tulsa,Single Family,2,3.0,5606,16434,2008,665880.52,689980.25,True,686517.73,548291.1,0.9651,Within band,-3.1
P-100286,Sacramento,CA,Sacramento,Multi Family,7,5.0,1131,5928,1980,860364.66,910112.99,False,885014.23,853433.67,0.9453,Within band,-2.87
P-100289,Oakland,CA,Alameda,Single Family,6,3.5,3396,9884,2012,2185210.7,2293625.19,True,2224975.35,1907039.97,0.9527,Within band,-1.82
P-100290,Fort Worth,TX,Tarrant,Condo,3,4.5,3991,4908,1986,353488.12,354710.94,False,370197.48,506655.76,0.9966,Within band,-4.73
P-100292,Aurora,CO,Arapahoe,Condo,1,4.5,4745,5153,2022,879195.83,743996.03,True,841361.29,1019471.26,1.1817,Under-assessed,4.3
P-100293,Charleston,SC,Charleston,Condo,1,1.0,3147,3868,2007,781536.74,645645.29,False,754588.02,585457.52,1.2105,Under-assessed,3.45
P-100294,Lakewood,CO,Jefferson,Townhouse,7,4.5,6097,8024,1954,479184.87,399802.2,True,447872.94,553419.22,1.1986,Under-assessed,6.53
P-100296,Albuquerque,NM,Bernalillo,Condo,1,4.5,5251,7410,1931,754023.79,709146.38,False,740122.14,594307.65,1.0633,Within band,1.84
P-100297,Manhattan,NY,New York,Townhouse,7,3.5,4313,12300,1923,649363.86,587954.98,True,633031.67,1039567.4,1.1044,Under-assessed,2.52
P-100298,Fort Lauderdale,FL,Broward,Condo,5,4.5,3883,13558,1972,306088.73,295187.29,False,310620.28,356064.55,1.0369,Within band,-1.48
P-100299,Louisville,KY,Jefferson,Townhouse,7,4.5,1536,11238,1996,481068.58,398948.33,True,478464.98,566631.11,1.2058,Under-assessed,0.54
P-100300,Cincinnati,OH,Hamilton,Single Family,5,1.0,1801,12628,1939,473320.05,434032.02,False,468000.12,463259.17,1.0905,Within band,1.12
P-100301,Louisville,KY,Jefferson,Townhouse,5,4.0,1644,6463,1927,407993.86,444864.21,False,475101.83,267630.8,0.9171,Within band,-16.45
P-100302,Baton Rouge,LA,East Baton Rouge,Condo,6,2.0,4490,6768,1944,553228.83,596018.1,True,590818.02,521287.55,0.9282,Within band,-6.79
P-100303,Manhattan,NY,New York,Multi Family,7,4.5,6296,16198,1974,2350907.87,2240002.56,True,2338350.59,2347307.45,1.0495,Within band,0.53
P-100304,Tulsa,OK,Tulsa,Condo,5,3.5,874,1494,1992,496949.14,414430.39,False,430279.9,202094.54,1.1991,Under-assessed,13.42
P-100305,St. Louis,MO,St. Louis,Single Family,6,1.5,6203,16585,1989,742516.63,730570.83,True,744633.28,665993.74,1.0164,Within band,-0.29
P-100306,Lexington,KY,Fayette,Condo,2,1.0,6293,16084,2015,357175.26,346142.79,True,392403.18,626676.33,1.0319,Within band,-9.86
P-100307,San Antonio,TX,Bexar,Condo,3,2.0,5644,10247,1955,789129.54,806828.73,True,814618.64,691928.55,0.9781,Within band,-3.23
P-100308,Durham,NC,Durham,Townhouse,1,2.0,5478,8003,1983,707153.81,729153.6,True,724761.33,550664.44,0.9698,Within band,-2.49
P-100310,Columbia,SC,Richland,Multi Family,5,3.0,3344,7773,1954,745806.76,743049.5,True,748986.28,682625.55,1.0037,Within band,-0.43
P-100311,Baton Rouge,LA,East Baton Rouge,Condo,1,1.0,1156,1351,1972,196205.03,197313.56,True,204020.31,244019.58,0.9944,Within band,-3.98
P-100312,San Jose,CA,Santa Clara,Single Family,1,2.0,3679,14433,2017,3194686.51,3325540.93,True,3074431.09,2043358.09,0.9607,Within band,3.76
P-100313,Irvine,CA,Orange,Townhouse,3,2.0,1206,5749,2019,640281.51,576123.01,True,636772.48,669955.68,1.1114,Under-assessed,0.55
P-100315,Billings,MT,Yellowstone,Townhouse,4,1.0,4822,16415,2018,502729.97,463101.69,True,503278.56,530906.45,1.0856,Within band,-0.11
P-100316,Tampa,FL,Hillsborough,Single Family,3,5.0,3385,4703,1978,713153.4,709115.36,True,726090.4,568986.28,1.0057,Within band,-1.81
P-100317,Fort Lauderdale,FL,Broward,Condo,2,1.0,2181,2596,2012,897179.18,849422.12,True,821929.83,300319.18,1.0562,Within band,8.39
P-100318,Nashville,TN,Davidson,Condo,4,5.0,1820,11312,1949,841356.33,858720.17,True,840623.78,639691.13,0.9798,Within band,0.09
P-100319,Atlanta,GA,Fulton,Townhouse,1,1.5,1535,9680,1996,743356.67,608759.33,True,712590.25,604974.82,1.2211,Under-assessed,4.14
P-100320,Provo,UT,Utah,Townhouse,1,1.5,2843,5157,2016,443820.37,404310.68,True,443476.07,492404.58,1.0977,Within band,0.08
P-100321,Bronx,NY,Bronx,Single Family,6,3.0,4009,15371,2023,2866334.18,2888426.45,True,2868949.42,2174130.09,0.9924,Within band,-0.09
P-100322,Atlanta,GA,Fulton,Condo,3,4.0,637,9774,1950,269684.23,294774.96,True,323006.72,437190.88,0.9149,Within band,-19.77
P-100323,Tacoma,WA,Pierce,Single Family,4,2.0,1908,12887,1925,614784.22,544403.33,True,607575.06,793687.05,1.1293,Under-assessed,1.17
P-100324,San Diego,CA,San Diego,Single Family,1,2.5,4243,13953,1994,1444215.56,1479058.74,True,1482983.96,1734470.12,0.9764,Within band,-2.68
P-100325,Philadelphia,PA,Philadelphia,Single Family,4,2.0,2370,12354,1978,258887.4,217703.95,True,248627.51,281464.61,1.1892,Under-assessed,3.96
P-100326,Fort Worth,TX,Tarrant,Single Family,4,2.0,3414,7016,1957,590836.07,613506.23,False,621165.67,478511.26,0.963,Within band,-5.13
P-100327,Philadelphia,PA,Philadelphia,Condo,1,4.0,2620,6680,1961,458714.0,489698.66,True,487803.46,389307.38,0.9367,Within band,-6.34
P-100329,Dallas,TX,Dallas,Townhouse,1,4.5,4399,6670,2010,436181.09,462991.2,False,464652.5,588000.62,0.9421,Within band,-6.53
P-100330,Columbia,SC,Richland,Townhouse,5,2.5,6208,7534,1999,807060.85,871361.79,False,860442.9,726063.48,0.9262,Within band,-6.61
P-100331,St. Louis,MO,St. Louis,Single Family,5,2.5,1733,7220,1950,540914.38,510378.7,False,547046.36,465246.75,1.0598,Within band,-1.13
P-100332,Henderson,NV,Clark,Single Family,3,3.5,4306,12272,1984,530812.43,499520.59,True,538700.41,440462.91,1.0626,Within band,-1.49
P-100334,Rockville,MD,Montgomery,Condo,1,1.0,2503,11016,2002,703052.84,634742.64,False,701788.34,791418.66,1.1076,Under-assessed,0.18
P-100335,Portland,OR,Multnomah,Single Family,7,3.0,2457,10390,1967,1464868.86,1543465.1,False,1518080.5,1098227.06,0.9491,Within band,-3.63
P-100336,Salt Lake City,UT,Salt Lake,Single Family,2,2.5,1557,2231,1960,568129.63,498887.22,False,555647.74,495244.3,1.1388,Under-assessed,2.2
P-100337,Manhattan,NY,New York,Single Family,1,4.0,4691,7072,1978,3279824.43,2628084.91,False,3080778.56,2436784.92,1.248,Under-assessed,6.07
P-100338,Rockville,MD,Montgomery,Townhouse,6,1.5,4523,5179,1937,1113610.0,993813.03,True,1023126.4,612669.75,1.1205,Under-assessed,8.13
P-100339,Boise,ID,Ada,Single Family,6,1.5,4792,11254,1944,502562.98,493277.3,True,503802.27,452110.2,1.0188,Within band,-0.25
P-100340,Cleveland,OH,Cuyahoga,Single Family,7,5.0,1317,4850,2013,812487.8,891932.17,False,838377.51,748094.28,0.9109,Within band,-3.19
P-100341,Brooklyn,NY,Kings,Condo,3,1.5,5438,11594,1931,470187.55,505133.37,True,481142.58,945253.16,0.9308,Within band,-2.33
P-100343,Pittsburgh,PA,Allegheny,Condo,4,1.5,5506,11433,1994,494779.01,524715.01,True,536940.71,493938.88,0.9429,Within band,-8.52
P-100345,Decatur,GA,DeKalb,Condo,3,3.5,1385,10140,1994,394270.91,316942.28,True,361605.85,428447.41,1.244,Under-assessed,8.28
P-100346,Queens,NY,Queens,Condo,7,5.0,6437,15466,2009,2756735.57,2550542.44,True,2702730.26,2325290.48,1.0808,Within band,1.96
P-100347,Brooklyn,NY,Kings,Single Family,2,2.0,6287,8619,2008,1141052.01,984673.46,True,1119113.64,1390506.14,1.1588,Under-assessed,1.92
P-100348,Saint Paul,MN,Ramsey,Townhouse,1,4.5,1574,5719,1925,171672.94,137867.4,True,132067.85,439863.3,1.2452,Under-assessed,23.07
P-100349,San Antonio,TX,Bexar,Single Family,7,5.0,5621,9583,1984,564783.58,590693.56,False,643978.35,537347.13,0.9561,Within band,-14.02
P-100350,Salt Lake City,UT,Salt Lake,Single Family,3,2.0,4201,15236,1933,261061.86,285703.58,True,281216.19,413219.92,0.9138,Within band,-7.72
P-100351,Tampa,FL,Hillsborough,Condo,5,1.0,1273,6648,1983,210263.63,197034.63,True,212358.31,266027.39,1.0671,Within band,-1.0
P-100352,Lawrenceville,GA,Gwinnett,Single Family,6,1.5,3847,11024,1986,633667.65,529597.47,False,591776.91,593593.46,1.1965,Under-assessed,6.61
P-100353,Oakland,CA,Alameda,Multi Family,1,2.5,4079,15960,1983,1299480.91,1338194.59,True,1298566.58,1576681.91,0.9711,Within band,0.07
P-100354,Tulsa,OK,Tulsa,Single Family,1,3.0,4608,12755,1949,610129.4,493544.08,False,523838.37,493679.47,1.2362,Under-assessed,14.14
P-100355,Cincinnati,OH,Hamilton,Single Family,6,5.0,4632,12267,1945,348979.09,330509.41,True,341574.73,391882.42,1.0559,Within band,2.12
P-100356,Saint Paul,MN,Ramsey,Single Family,1,1.0,2048,11168,2004,791081.35,842826.04,False,826125.24,441763.3,0.9386,Within band,-4.43
P-100357,Orlando,FL,Orange,Single Family,4,5.0,1880,10181,1927,425280.16,415632.06,False,470672.62,378430.54,1.0232,Within band,-10.67
P-100358,San Jose,CA,Santa Clara,Townhouse,1,3.5,3717,5311,1974,1502686.23,1387849.27,False,1402682.13,2032891.39,1.0827,Within band,6.66
P-100359,Lakewood,CO,Jefferson,Single Family,6,4.0,5253,13686,1973,619942.66,583310.23,True,631489.14,692218.38,1.0628,Within band,-1.86
P-100360,Miami,FL,Miami-Dade,Townhouse,2,3.0,3576,10719,1945,507622.33,554441.44,True,542748.85,634428.92,0.9156,Within band,-6.92
P-100361,Grand Rapids,MI,Kent,Single Family,5,5.0,4493,11490,1946,390906.86,389132.55,False,405701.39,400697.92,1.0046,Within band,-3.78
P-100362,Chicago,IL,Cook,Condo,2,1.0,5743,17266,1986,792913.65,753078.53,True,779033.92,743965.02,1.0529,Within band,1.75
P-100363,Saint Paul,MN,Ramsey,Condo,2,3.0,4166,10887,1960,790945.04,783176.57,True,791565.27,662345.55,1.0099,Within band,-0.08
P-100364,Scottsdale,AZ,Maricopa,Condo,4,4.5,5186,12331,1974,624599.2,537528.29,False,599287.16,463967.91,1.162,Under-assessed,4.05
P-100365,Fairfax,VA,Fairfax,Single Family,4,3.5,6102,16873,1931,776274.06,789680.57,True,810912.24,665092.97,0.983,Within band,-4.46
P-100366,Charleston,SC,Charleston,Single Family,7,3.5,3297,12870,2014,424161.52,433996.85,True,459881.39,514926.64,0.9773,Within band,-8.42
P-100367,Portland,OR,Multnomah,Single Family,3,5.0,4071,11851,2007,595616.03,633634.24,False,659639.3,524114.25,0.94,Within band,-10.75
P-100368,Boise,ID,Ada,Condo,6,3.5,6213,8212,1988,796223.29,742654.06,True,777797.68,637605.99,1.0721,Within band,2.31
P-100369,Bronx,NY,Bronx,Single Family,7,4.5,4459,11224,1962,2638027.35,2837366.88,True,2735050.74,2492885.63,0.9297,Within band,-3.68
P-100370,Pittsburgh,PA,Allegheny,Single Family,6,4.5,5851,8080,1920,432516.24,385659.27,True,427398.35,545665.37,1.1215,Under-assessed,1.18
P-100371,Jacksonville,FL,Duval,Single Family,3,2.0,6231,15947,1961,743632.36,613734.43,True,717610.55,708048.05,1.2117,Under-assessed,3.5
P-100372,Fort Wayne,IN,Allen,Single Family,1,4.0,5662,12689,1996,322923.07,351149.73,False,338224.98,404015.15,0.9196,Within band,-4.74
P-100373,Kansas City,MO,Jackson,Condo,3,4.5,3729,5862,1975,787943.43,681311.03,True,767960.48,579933.97,1.1565,Under-assessed,2.54
P-100374,Durham,NC,Durham,Single Family,1,1.0,4441,6623,1961,880031.36,885360.6,True,845181.85,714784.17,0.994,Within band,3.96
P-100375,Miami,FL,Miami-Dade,Townhouse,5,1.0,643,4798,1984,603333.14,659598.28,True,691937.04,270593.97,0.9147,Within band,-14.69
P-100376,Arlington,VA,Arlington,Multi Family,2,3.0,1557,6689,1925,1474219.92,1564890.15,False,1474335.56,1054391.57,0.9421,Within band,-0.01
P-100377,Wichita,KS,Sedgwick,Single Family,7,2.0,5152,15923,2001,742611.74,636177.64,True,699561.28,644766.19,1.1673,Under-assessed,5.8
P-100378,Saint Paul,MN,Ramsey,Condo,4,4.5,4638,6481,2012,796165.85,720435.58,False,768449.69,532140.07,1.1051,Under-assessed,3.48
P-100380,San Antonio,TX,Bexar,Condo,5,1.0,3298,4016,2003,605444.59,543371.17,True,582259.74,517827.79,1.1142,Under-assessed,3.83
P-100381,Henderson,NV,Clark,Multi Family,3,2.0,2566,9101,1931,135999.39,115447.46,True,141686.93,275826.37,1.178,Under-assessed,-4.18
P-100382,Fairfax,VA,Fairfax,Single Family,7,3.5,4799,8073,1982,834530.9,786905.81,True,842479.28,686236.87,1.0605,Within band,-0.95
P-100384,Jacksonville,FL,Duval,Condo,1,1.0,4805,6568,1985,451432.55,424074.36,True,457722.62,551076.37,1.0645,Within band,-1.39
P-100385,Dallas,TX,Dallas,Single Family,1,4.0,6370,11246,1960,578022.54,593748.38,False,631720.58,526023.35,0.9735,Within band,-9.29
P-100386,Waukegan,IL,Lake,Multi Family,5,1.0,647,7117,1934,130377.59,122963.79,False,129951.32,187132.12,1.0603,Within band,0.33
P-100387,Aurora,CO,Arapahoe,Condo,1,1.0,6301,9384,1923,551075.38,464857.57,True,520286.23,646155.92,1.1855,Under-assessed,5.59
P-100389,Pittsburgh,PA,Allegheny,Townhouse,6,4.5,2499,14201,1927,532080.87,517672.66,False,535387.01,404740.72,1.0278,Within band,-0.62
